12in1;12 in 1;Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;
sc2drwho7;Dr.Who The Timelord (set 8, UK, Arcade, 10GBP Jackpot) (Scorpion 2/3);MAME (Mame4all);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwho7p;Dr.Who The Timelord (set 8, UK, Arcade, 10GBP Jackpot, Protocol) (Scorpion 2/3);Arcade;sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwho7p;Dr.Who The Timelord (set 8, UK, Arcade, 10GBP Jackpot, Protocol) (Scorpion 2/3);MAME (Advance);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwho7p;Dr.Who The Timelord (set 8, UK, Arcade, 10GBP Jackpot, Protocol) (Scorpion 2/3);MAME (Libretro);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwho7p;Dr.Who The Timelord (set 8, UK, Arcade, 10GBP Jackpot, Protocol) (Scorpion 2/3);MAME (Mame4all);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwho;Dr.Who The Timelord (set 1, UK, Single Site) (Scorpion 2/3);Arcade;;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwho;Dr.Who The Timelord (set 1, UK, Single Site) (Scorpion 2/3);MAME (Advance);;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwho;Dr.Who The Timelord (set 1, UK, Single Site) (Scorpion 2/3);MAME (Libretro);;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwho;Dr.Who The Timelord (set 1, UK, Single Site) (Scorpion 2/3);MAME (Mame4all);;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhodx1;Dr.Who The Timelord Deluxe (set 2) (Scorpion 2/3);Arcade;sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhodx1;Dr.Who The Timelord Deluxe (set 2) (Scorpion 2/3);MAME (Advance);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhodx1;Dr.Who The Timelord Deluxe (set 2) (Scorpion 2/3);MAME (Libretro);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhodx1;Dr.Who The Timelord Deluxe (set 2) (Scorpion 2/3);MAME (Mame4all);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhodx;Dr.Who The Timelord Deluxe (set 1) (Scorpion 2/3);Arcade;sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhodx;Dr.Who The Timelord Deluxe (set 1) (Scorpion 2/3);MAME (Advance);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhodx;Dr.Who The Timelord Deluxe (set 1) (Scorpion 2/3);MAME (Libretro);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhodx;Dr.Who The Timelord Deluxe (set 1) (Scorpion 2/3);MAME (Mame4all);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhop;Dr.Who The Timelord (set 1, UK, Single Site Protocol) (Scorpion 2/3);Arcade;sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhop;Dr.Who The Timelord (set 1, UK, Single Site Protocol) (Scorpion 2/3);MAME (Advance);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhop;Dr.Who The Timelord (set 1, UK, Single Site Protocol) (Scorpion 2/3);MAME (Libretro);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhop;Dr.Who The Timelord (set 1, UK, Single Site Protocol) (Scorpion 2/3);MAME (Mame4all);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhou;Dr.Who The Timelord (set 1, UK, Single Site) (Scorpion 2/3) (not encrypted);Arcade;sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhou;Dr.Who The Timelord (set 1, UK, Single Site) (Scorpion 2/3) (not encrypted);MAME (Advance);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhou;Dr.Who The Timelord (set 1, UK, Single Site) (Scorpion 2/3) (not encrypted);MAME (Libretro);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc2drwhou;Dr.Who The Timelord (set 1, UK, Single Site) (Scorpion 2/3) (not encrypted);MAME (Mame4all);sc2drwho;1994;BFM;Electromechanical / Reels;;;;;0;;;;;
sc_091;Safe Cracker (0.91);Arcade;sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_091;Safe Cracker (0.91);MAME (Advance);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_091;Safe Cracker (0.91);MAME (Libretro);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_091;Safe Cracker (0.91);MAME (Mame4all);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_14;Safe Cracker (1.4);Arcade;sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_14;Safe Cracker (1.4);MAME (Advance);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_14;Safe Cracker (1.4);MAME (Libretro);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_14;Safe Cracker (1.4);MAME (Mame4all);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_17;Safe Cracker (1.7);Arcade;sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_17;Safe Cracker (1.7);MAME (Advance);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_17;Safe Cracker (1.7);MAME (Libretro);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_17;Safe Cracker (1.7);MAME (Mame4all);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_17n;Safe Cracker (1.7N);Arcade;sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_17n;Safe Cracker (1.7N);MAME (Advance);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_17n;Safe Cracker (1.7N);MAME (Libretro);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_17n;Safe Cracker (1.7N);MAME (Mame4all);sc_18;1996;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18;Safe Cracker (1.8);Arcade;;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18;Safe Cracker (1.8);MAME (Advance);;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18;Safe Cracker (1.8);MAME (Libretro);;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18;Safe Cracker (1.8);MAME (Mame4all);;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18n;Safe Cracker (1.8N);Arcade;sc_18;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18n;Safe Cracker (1.8N);MAME (Advance);sc_18;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18n;Safe Cracker (1.8N);MAME (Libretro);sc_18;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18n;Safe Cracker (1.8N);MAME (Mame4all);sc_18;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18s2;Safe Cracker (1.8 alternate sound);Arcade;sc_18;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18s2;Safe Cracker (1.8 alternate sound);MAME (Advance);sc_18;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18s2;Safe Cracker (1.8 alternate sound);MAME (Libretro);sc_18;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
sc_18s2;Safe Cracker (1.8 alternate sound);MAME (Mame4all);sc_18;1998;Bally;Electromechanical / Pinball;;;;;0;;;;;
scessjoe;Success Joe (World) [Incomplete sound];Final Burn Alpha;;1990;Taito Corporation / Wave;;;;;;0;;;;;
scessjoe;Success Joe (World);Arcade;;1990;Taito Corporation / Wave;Sports / Boxing;;;;;0;;;;;
scessjoe;Success Joe (World);MAME (Advance);;1990;Taito Corporation / Wave;Sports / Boxing;;;;;0;;;;;
scessjoe;Success Joe (World);MAME (Libretro);;1990;Taito Corporation / Wave;Sports / Boxing;;;;;0;;;;;
scessjoe;Success Joe (World);MAME (Mame4all);;1990;Taito Corporation / Wave;Sports / Boxing;;;;;0;;;;;
scfinals;Super Cup Finals (Ver 2.2O 1994/01/13);Arcade;;1993;Taito Corporation Japan;Sports / Soccer;;;;;0;;;;;
scfinals;Super Cup Finals (Ver 2.2O 1994/01/13);MAME (Advance);;1993;Taito Corporation Japan;Sports / Soccer;;;;;0;;;;;
scfinals;Super Cup Finals (Ver 2.2O 1994/01/13);MAME (Libretro);;1993;Taito Corporation Japan;Sports / Soccer;;;;;0;;;;;
scfinals;Super Cup Finals (Ver 2.2O 1994/01/13);MAME (Mame4all);;1993;Taito Corporation Japan;Sports / Soccer;;;;;0;;;;;
scfinalso;Super Cup Finals (Ver 2.1O 1993/11/19);Arcade;scfinals;1993;Taito Corporation Japan;Sports / Soccer;;;;;0;;;;;
scfinalso;Super Cup Finals (Ver 2.1O 1993/11/19);MAME (Advance);scfinals;1993;Taito Corporation Japan;Sports / Soccer;;;;;0;;;;;
scfinalso;Super Cup Finals (Ver 2.1O 1993/11/19);MAME (Libretro);scfinals;1993;Taito Corporation Japan;Sports / Soccer;;;;;0;;;;;
scfinalso;Super Cup Finals (Ver 2.1O 1993/11/19);MAME (Mame4all);scfinals;1993;Taito Corporation Japan;Sports / Soccer;;;;;0;;;;;
schery97;Skill Cherry '97 (Talking ver. sc3.52);Arcade;;1997;Amcoe;Casino / Reels;;;;;0;;;;;
schery97;Skill Cherry '97 (Talking ver. sc3.52);MAME (Advance);;1997;Amcoe;Casino / Reels;;;;;0;;;;;
schery97;Skill Cherry '97 (Talking ver. sc3.52);MAME (Libretro);;1997;Amcoe;Casino / Reels;;;;;0;;;;;
schery97;Skill Cherry '97 (Talking ver. sc3.52);MAME (Mame4all);;1997;Amcoe;Casino / Reels;;;;;0;;;;;
schery97a;Skill Cherry '97 (Talking ver. sc3.52c4);Arcade;schery97;1997;Amcoe;Casino / Reels;;;;;0;;;;;
schery97a;Skill Cherry '97 (Talking ver. sc3.52c4);MAME (Advance);schery97;1997;Amcoe;Casino / Reels;;;;;0;;;;;
schery97a;Skill Cherry '97 (Talking ver. sc3.52c4);MAME (Libretro);schery97;1997;Amcoe;Casino / Reels;;;;;0;;;;;
schery97a;Skill Cherry '97 (Talking ver. sc3.52c4);MAME (Mame4all);schery97;1997;Amcoe;Casino / Reels;;;;;0;;;;;
schmeisr;Schmeiser Robo (Japan);Arcade;;1993;Hot-B;Fighter / Versus;;;;;0;;;;;
schmeisr;Schmeiser Robo (Japan);Final Burn Alpha;;1993;Hot B;;;;;;0;;;;;
schmeisr;Schmeiser Robo (Japan);MAME (Advance);;1993;Hot-B;Fighter / Versus;;;;;0;;;;;
schmeisr;Schmeiser Robo (Japan);MAME (Libretro);;1993;Hot-B;Fighter / Versus;;;;;0;;;;;
schmeisr;Schmeiser Robo (Japan);MAME (Mame4all);;1993;Hot-B;Fighter / Versus;;;;;0;;;;;
scin;Super Special Criminal Investigation (Negro Torino hack);Arcade;sci;1991;hack (Negro Torino);Shooter / Driving (chase view);;;;;0;;;;;
scin;Super Special Criminal Investigation (Negro Torino hack);MAME (Advance);sci;1991;hack (Negro Torino);Shooter / Driving (chase view);;;;;0;;;;;
scin;Super Special Criminal Investigation (Negro Torino hack);MAME (Libretro);sci;1991;hack (Negro Torino);Shooter / Driving (chase view);;;;;0;;;;;
scin;Super Special Criminal Investigation (Negro Torino hack);MAME (Mame4all);sci;1991;hack (Negro Torino);Shooter / Driving (chase view);;;;;0;;;;;
scooby;Scooby-Doo Mystery (USA);Final Burn Alpha;;1995;Acclaim Entertainment;;;;;;0;;;;;
scrabble;Scrabble (Euro, Prototype);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;
scrabble;Scrabble (rev. F);Arcade;;1997;JPM;Quiz / English;;;;;0;;;;;
scrabble;Scrabble (rev. F);MAME (Advance);;1997;JPM;Quiz / English;;;;;0;;;;;
scrabble;Scrabble (rev. F);MAME (Libretro);;1997;JPM;Quiz / English;;;;;0;;;;;
scrabble;Scrabble (rev. F);MAME (Mame4all);;1997;JPM;Quiz / English;;;;;0;;;;;
scrabbled;Scrabble (rev. F) (Protocol);Arcade;scrabble;1997;JPM;Quiz / English;;;;;0;;;;;
scrabbled;Scrabble (rev. F) (Protocol);MAME (Advance);scrabble;1997;JPM;Quiz / English;;;;;0;;;;;
scrabbled;Scrabble (rev. F) (Protocol);MAME (Libretro);scrabble;1997;JPM;Quiz / English;;;;;0;;;;;
scrabbled;Scrabble (rev. F) (Protocol);MAME (Mame4all);scrabble;1997;JPM;Quiz / English;;;;;0;;;;;
scrack;Sonic Crackers (Jpn, Prototype);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;
scross;Stadium Cross (World);Arcade;;1992;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
scross;Stadium Cross (World);MAME (Advance);;1992;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
scross;Stadium Cross (World);MAME (Libretro);;1992;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
scross;Stadium Cross (World);MAME (Mame4all);;1992;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
scrossu;Stadium Cross (US);Arcade;scross;1992;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
scrossu;Stadium Cross (US);MAME (Advance);scross;1992;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
scrossu;Stadium Cross (US);MAME (Libretro);scross;1992;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
scrossu;Stadium Cross (US);MAME (Mame4all);scross;1992;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
scudhamm;Scud Hammer;Arcade;;1994;Jaleco;Fighter / Misc.;;;;;0;;;;;
scudhamm;Scud Hammer;MAME (Advance);;1994;Jaleco;Fighter / Misc.;;;;;0;;;;;
scudhamm;Scud Hammer;MAME (Libretro);;1994;Jaleco;Fighter / Misc.;;;;;0;;;;;
scudhamm;Scud Hammer;MAME (Mame4all);;1994;Jaleco;Fighter / Misc.;;;;;0;;;;;
sderby;Super Derby (v.07.03);Arcade;;1996;Playmark;Casino / Racing;;;;;0;;;;;
sderby;Super Derby (v.07.03);MAME (Advance);;1996;Playmark;Casino / Racing;;;;;0;;;;;
sderby;Super Derby (v.07.03);MAME (Libretro);;1996;Playmark;Casino / Racing;;;;;0;;;;;
sderby;Super Derby (v.07.03);MAME (Mame4all);;1996;Playmark;Casino / Racing;;;;;0;;;;;
sderbya;Super Derby (v.10.04);Arcade;sderby;1996;Playmark;Casino / Racing;;;;;0;;;;;
sderbya;Super Derby (v.10.04);MAME (Advance);sderby;1996;Playmark;Casino / Racing;;;;;0;;;;;
sderbya;Super Derby (v.10.04);MAME (Libretro);sderby;1996;Playmark;Casino / Racing;;;;;0;;;;;
sderbya;Super Derby (v.10.04);MAME (Mame4all);sderby;1996;Playmark;Casino / Racing;;;;;0;;;;;
sdfight;SD Fighters (Korea);Arcade;;1996;SemiCom;Fighter / Versus;;;;;0;;;;;
sdfight;SD Fighters (Korea);Final Burn Alpha;;1996;SemiCom;;;;;;0;;;;;
sdfight;SD Fighters (Korea);MAME (Advance);;1996;SemiCom;Fighter / Versus;;;;;0;;;;;
sdfight;SD Fighters (Korea);MAME (Libretro);;1996;SemiCom;Fighter / Versus;;;;;0;;;;;
sdfight;SD Fighters (Korea);MAME (Mame4all);;1996;SemiCom;Fighter / Versus;;;;;0;;;;;
sdgndmps;SD Gundam Psycho Salamander no Kyoui;Arcade;;1991;Banpresto / Bandai;Shooter / Walking;;;;;0;;;;;
sdgndmps;SD Gundam Psycho Salamander no Kyoui;Final Burn Alpha;;1991;Banpresto / Bandai;;;;;;0;;;;;
sdgndmps;SD Gundam Psycho Salamander no Kyoui;MAME (Advance);;1991;Banpresto / Bandai;Shooter / Walking;;;;;0;;;;;
sdgndmps;SD Gundam Psycho Salamander no Kyoui;MAME (Libretro);;1991;Banpresto / Bandai;Shooter / Walking;;;;;0;;;;;
sdgndmps;SD Gundam Psycho Salamander no Kyoui;MAME (Mame4all);;1991;Banpresto / Bandai;Shooter / Walking;;;;;0;;;;;
sdkong99;Super Donkey Kong 99 (Protected);Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;
sdkong99a;Super Donkey Kong 99 (Unprotected);Final Burn Alpha;sdkong99;199?;unlicensed;;;;;;0;;;;;
sdmg2;Mahjong Super Da Man Guan II (China, V754C);Arcade;;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
sdmg2;Mahjong Super Da Man Guan II (China, V754C);MAME (Advance);;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
sdmg2;Mahjong Super Da Man Guan II (China, V754C);MAME (Libretro);;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
sdmg2;Mahjong Super Da Man Guan II (China, V754C);MAME (Mame4all);;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
sdodgeb;Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu;Arcade;;1996;Technos Japan;Sports / Dodgeball;;;;;0;;;;;
sdodgeb;Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu;Final Burn Alpha;;1996;Technos;;;;;;0;;;;;
sdodgeb;Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu;MAME (Advance);;1996;Technos Japan;Sports / Dodgeball;;;;;0;;;;;
sdodgeb;Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu;MAME (Libretro);;1996;Technos Japan;Sports / Dodgeball;;;;;0;;;;;
sdodgeb;Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu;MAME (Mame4all);;1996;Technos Japan;Sports / Dodgeball;;;;;0;;;;;
sdragon;Tenseiryuu - Saint Dragon;Final Burn Alpha;;1990;Irem;;;;;;0;;;;;
sdvalis;SD Valis (Jpn);Final Burn Alpha;sydvalis;1992;Laser Soft;;;;;;0;;;;;
seabass;Sea Bass Fishing (JUET 971110 V0.001);Arcade;;1997;A wave inc. (Able license);Sports / Fishing;;;;;0;;;;;
seabass;Sea Bass Fishing (JUET 971110 V0.001);MAME (Advance);;1997;A wave inc. (Able license);Sports / Fishing;;;;;0;;;;;
seabass;Sea Bass Fishing (JUET 971110 V0.001);MAME (Libretro);;1997;A wave inc. (Able license);Sports / Fishing;;;;;0;;;;;
seabass;Sea Bass Fishing (JUET 971110 V0.001);MAME (Mame4all);;1997;A wave inc. (Able license);Sports / Fishing;;;;;0;;;;;
seaquest;SeaQuest DSV (Euro);Final Burn Alpha;;1994;THQ;;;;;;0;;;;;
seaquestu;SeaQuest DSV (USA);Final Burn Alpha;seaquest;1994;Black Pearl;;;;;;0;;;;;
searchey;Search Eye (English / Korean / Japanese / Italian);Arcade;;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searchey;Search Eye (English / Korean / Japanese / Italian);MAME (Advance);;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searchey;Search Eye (English / Korean / Japanese / Italian);MAME (Libretro);;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searchey;Search Eye (English / Korean / Japanese / Italian);MAME (Mame4all);;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searchey;Search Eye;Final Burn Alpha;;1999;Yun Sung;;;;;;0;;;;;
searcheya;Search Eye (English / Korean);Arcade;searchey;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searcheya;Search Eye (English / Korean);MAME (Advance);searchey;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searcheya;Search Eye (English / Korean);MAME (Libretro);searchey;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searcheya;Search Eye (English / Korean);MAME (Mame4all);searchey;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searchp2;Search Eye Plus V2.0;Arcade;;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searchp2;Search Eye Plus V2.0;Final Burn Alpha;;1999;Yun Sung;;;;;;0;;;;;
searchp2;Search Eye Plus V2.0;MAME (Advance);;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searchp2;Search Eye Plus V2.0;MAME (Libretro);;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
searchp2;Search Eye Plus V2.0;MAME (Mame4all);;1999;Yun Sung;Puzzle / Misc.;;;;;0;;;;;
seconds;The Second Samurai (Euro);Final Burn Alpha;;1994;Psygnosis;;;;;;0;;;;;
segachd;Sega Channel Demo (USA);Final Burn Alpha;;199?;Scientific Atlanta;;;;;;0;;;;;
segachnl;Sega Channel (Scientific Atlanta) (USA);Final Burn Alpha;;199?;Scientific Atlanta;;;;;;0;;;;;
segachnla;Sega Channel (General Instrument) (USA);Final Burn Alpha;segachnl;199?;Scientific Atlanta;;;;;;0;;;;;
segasprt;Sega Sports 1 (Euro);Final Burn Alpha;;1995;Sega;;;;;;0;;;;;
segatop;Sega Top Five (Bra);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;
sekigaha;Sekigahara;Final Burn Alpha;;1990;Tonkin House;;;;;;0;;;;;
selfeena;Sel Feena;Arcade;;1991;East Technology;Maze;;;;;0;;;;;
selfeena;Sel Feena;Final Burn Alpha;;1991;East Technology;;;;;;0;;;;;
selfeena;Sel Feena;MAME (Advance);;1991;East Technology;Maze;;;;;0;;;;;
selfeena;Sel Feena;MAME (Libretro);;1991;East Technology;Maze;;;;;0;;;;;
selfeena;Sel Feena;MAME (Mame4all);;1991;East Technology;Maze;;;;;0;;;;;
seljan2;Return Of Sel Jan II (Japan, NM557);Arcade;;1996;Dynax / Face;Tabletop / Mahjong;;;;;0;;;;;
seljan2;Return Of Sel Jan II (Japan, NM557);MAME (Advance);;1996;Dynax / Face;Tabletop / Mahjong;;;;;0;;;;;
seljan2;Return Of Sel Jan II (Japan, NM557);MAME (Libretro);;1996;Dynax / Face;Tabletop / Mahjong;;;;;0;;;;;
seljan2;Return Of Sel Jan II (Japan, NM557);MAME (Mame4all);;1996;Dynax / Face;Tabletop / Mahjong;;;;;0;;;;;
semibase;MuHanSeungBu (SemiCom Baseball) (Korea);Arcade;;1997;SemiCom;Sports / Baseball;;;;;0;;;;;
semibase;MuHanSeungBu (SemiCom Baseball) (Korea);Final Burn Alpha;;1997;SemiCom;;;;;;0;;;;;
semibase;MuHanSeungBu (SemiCom Baseball) (Korea);MAME (Advance);;1997;SemiCom;Sports / Baseball;;;;;0;;;;;
semibase;MuHanSeungBu (SemiCom Baseball) (Korea);MAME (Libretro);;1997;SemiCom;Sports / Baseball;;;;;0;;;;;
semibase;MuHanSeungBu (SemiCom Baseball) (Korea);MAME (Mame4all);;1997;SemiCom;Sports / Baseball;;;;;0;;;;;
sengekis;Sengeki Striker (Asia);Arcade;;1997;Kaneko / Warashi;Shooter / Flying Vertical;;;;;0;;;;;
sengekis;Sengeki Striker (Asia);Final Burn Alpha;;1997;Kaneko / Warashi;;;;;;0;;;;;
sengekis;Sengeki Striker (Asia);MAME (Advance);;1997;Kaneko / Warashi;Shooter / Flying Vertical;;;;;0;;;;;
sengekis;Sengeki Striker (Asia);MAME (Libretro);;1997;Kaneko / Warashi;Shooter / Flying Vertical;;;;;0;;;;;
sengekis;Sengeki Striker (Asia);MAME (Mame4all);;1997;Kaneko / Warashi;Shooter / Flying Vertical;;;;;0;;;;;
sengekisj;Sengeki Striker (Japan);Arcade;sengekis;1997;Kaneko / Warashi;Shooter / Flying Vertical;;;;;0;;;;;
sengekisj;Sengeki Striker (Japan);Final Burn Alpha;sengekis;1997;Kaneko / Warashi;;;;;;0;;;;;
sengekisj;Sengeki Striker (Japan);MAME (Advance);sengekis;1997;Kaneko / Warashi;Shooter / Flying Vertical;;;;;0;;;;;
sengekisj;Sengeki Striker (Japan);MAME (Libretro);sengekis;1997;Kaneko / Warashi;Shooter / Flying Vertical;;;;;0;;;;;
sengekisj;Sengeki Striker (Japan);MAME (Mame4all);sengekis;1997;Kaneko / Warashi;Shooter / Flying Vertical;;;;;0;;;;;
sengokmj;Sengoku Mahjong [BET] (Japan);Arcade;;1991;Sigma;Tabletop / Mahjong;;;;;0;;;;;
sengokmj;Sengoku Mahjong [BET] (Japan);MAME (Advance);;1991;Sigma;Tabletop / Mahjong;;;;;0;;;;;
sengokmj;Sengoku Mahjong [BET] (Japan);MAME (Libretro);;1991;Sigma;Tabletop / Mahjong;;;;;0;;;;;
sengokmj;Sengoku Mahjong [BET] (Japan);MAME (Mame4all);;1991;Sigma;Tabletop / Mahjong;;;;;0;;;;;
sengoku2;Sengoku 2 / Sengoku Denshou 2;Arcade;;1993;SNK;Fighter / 2.5D;;;;;0;;;;;
sengoku2;Sengoku 2 / Sengoku Denshou 2;Final Burn Alpha;;1993;SNK;;;;;;0;;;;;
sengoku2;Sengoku 2 / Sengoku Denshou 2;MAME (Advance);;1993;SNK;Fighter / 2.5D;;;;;0;;;;;
sengoku2;Sengoku 2 / Sengoku Denshou 2;MAME (Libretro);;1993;SNK;Fighter / 2.5D;;;;;0;;;;;
sengoku2;Sengoku 2 / Sengoku Denshou 2;MAME (Mame4all);;1993;SNK;Fighter / 2.5D;;;;;0;;;;;
sengoku;Sengoku / Sengoku Denshou (NGM-017)(NGH-017);Arcade;;1991;SNK;Fighter / 2.5D;;;;;0;;;;;
sengoku;Sengoku / Sengoku Denshou (NGM-017)(NGH-017);Final Burn Alpha;;1991;SNK;;;;;;0;;;;;
sengoku;Sengoku / Sengoku Denshou (NGM-017)(NGH-017);MAME (Advance);;1991;SNK;Fighter / 2.5D;;;;;0;;;;;
sengoku;Sengoku / Sengoku Denshou (NGM-017)(NGH-017);MAME (Libretro);;1991;SNK;Fighter / 2.5D;;;;;0;;;;;
sengoku;Sengoku / Sengoku Denshou (NGM-017)(NGH-017);MAME (Mame4all);;1991;SNK;Fighter / 2.5D;;;;;0;;;;;
sengokuh;Sengoku / Sengoku Denshou (NGH-017)(US);Arcade;sengoku;1991;SNK;Fighter / 2.5D;;;;;0;;;;;
sengokuh;Sengoku / Sengoku Denshou (NGH-017)(US);Final Burn Alpha;sengoku;1991;SNK;;;;;;0;;;;;
sengokuh;Sengoku / Sengoku Denshou (NGH-017)(US);MAME (Advance);sengoku;1991;SNK;Fighter / 2.5D;;;;;0;;;;;
sengokuh;Sengoku / Sengoku Denshou (NGH-017)(US);MAME (Libretro);sengoku;1991;SNK;Fighter / 2.5D;;;;;0;;;;;
sengokuh;Sengoku / Sengoku Denshou (NGH-017)(US);MAME (Mame4all);sengoku;1991;SNK;Fighter / 2.5D;;;;;0;;;;;
senknow;Sen-Know (Japan);Arcade;;1999;Kaneko / Kouyousha;Puzzle / Drop;;;;;0;;;;;
senknow;Sen-Know (Japan);Final Burn Alpha;;1999;Kaneko / Kouyousha;;;;;;0;;;;;
senknow;Sen-Know (Japan);MAME (Advance);;1999;Kaneko / Kouyousha;Puzzle / Drop;;;;;0;;;;;
senknow;Sen-Know (Japan);MAME (Libretro);;1999;Kaneko / Kouyousha;Puzzle / Drop;;;;;0;;;;;
senknow;Sen-Know (Japan);MAME (Mame4all);;1999;Kaneko / Kouyousha;Puzzle / Drop;;;;;0;;;;;
senkyu;Senkyu (Japan set 1);Arcade;;1995;Seibu Kaihatsu;Puzzle / Drop;;;;;0;;;;;
senkyu;Senkyu (Japan set 1);MAME (Advance);;1995;Seibu Kaihatsu;Puzzle / Drop;;;;;0;;;;;
